taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Rhizophora,3086525,Rhizophora,,Rhizophora,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30061149-2,wcvp
Rhizophoraceae,6671,Rhizophoraceae,,Rhizophoraceae,family,,wcvp
Rhodostemonodaphne,7304348,Rhodostemonodaphne,,Rhodostemonodaphne,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30015532-2,wcvp
Rhynchosia,2947992,Rhynchosia,,Rhynchosia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326398-2,wcvp
Rhynchosia erythrinoides-RHYNER,5350991,Rhynchosia erythrinoides,Climbing,Rhynchosia erythrinoides,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517251-1,wcvp
Rhynchosia pyramidalis-RHYNPY-RHYP,5350702,Rhynchosia pyramidalis,Climbing,Rhynchosia pyramidalis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517469-1,wcvp
Rhytidostemma,8228884,Rhytidostemma,,Rhytidostemma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77129431-1,wcvp
Richeria,3075271,Richeria,,Richeria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15851-1,wcvp
Ricinus,9188216,Ricinus,,Ricinus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327636-2,wcvp
Rinorea silvatica-RINOSY-RIN2,4077284,Rinorea sylvatica,Freestanding,Rinorea sylvatica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1215682-2,wcvp
Rinorea squamata-RINOSQ-RIN1,4077443,Rinorea squamata,Freestanding,Rinorea squamata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:221449-2,wcvp
Rinorea-RINO4,7296208,Rinorea,Freestanding,Rinorea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41582-1,wcvp
Robrichia,12315962,Robrichia,,Robrichia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77301633-1,wcvp
Robrichia schomburgkii-ENTESC-ENTS,2961163,Enterolobium schomburgkii,Freestanding,Robrichia schomburgkii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77301636-1,wcvp
Rogiera,8178762,Rogiera,,Rogiera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30058569-2,wcvp
Ronabea,2902111,Ronabea,,Ronabea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35267-1,wcvp
Ronabea latifolia-PSYCER-PYER,2902114,Ronabea latifolia,Freestanding,Ronabea latifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:764729-1,wcvp
Rondeletia,2897144,Rondeletia,,Rondeletia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329798-2,wcvp
Rosaceae,5015,Rosaceae,,Rosaceae,family,,wcvp
Rosenbergiodendron,8244725,Rosenbergiodendron,,Rosenbergiodendron,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296286-2,wcvp
Rosenbergiodendron formosum-RANDFO-RANF,2904221,Rosenbergiodendron formosum,Freestanding,Rosenbergiodendron formosum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:222508-2,wcvp
Roucheria,7293146,Roucheria,,Roucheria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:24967-1,wcvp
Roupala,7286930,Roupala,,Roupala,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327450-2,wcvp
Roupala montana-ROUPMO-ROUM,7831077,Roupala montana,Freestanding,Roupala montana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:706342-1,wcvp
Rourea,3032534,Rourea,,Rourea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11754-1,wcvp
Rourea adenophora-ROURAD,3686515,Rourea adenophora,Climbing,Rourea adenophora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:222721-2,wcvp
Rourea glabra-ROURGL-ROUG,7326575,Rourea glabra,Climbing,Rourea glabra,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:264767-1,wcvp
Roystonea,2733733,Roystonea,,Roystonea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31488-1,wcvp
Ruagea,7271362,Ruagea,,Ruagea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26831-1,wcvp
Rubiaceae,8798,Rubiaceae,,Rubiaceae,family,,wcvp
Rudgea,2910457,Rudgea,,Rudgea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330786-2,wcvp
Ruehssia,7311749,Ruehssia,,Ruehssia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3664-1,wcvp
Ruehssia crassipes-MARSCR-MARC,11887412,Ruehssia crassipes,Climbing,Ruehssia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3664-1,wcvp
Ruprechtia,8220246,Ruprechtia,,Ruprechtia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:32584-1,wcvp
Ruptiliocarpon,7297806,Ruptiliocarpon,,Ruptiliocarpon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:975351-1,wcvp
Rustia,2904559,Rustia,,Rustia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35280-1,wcvp
Rutaceae,2396,Rutaceae,,Rutaceae,family,,wcvp
Ryania,3231223,Ryania,,Ryania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331920-2,wcvp
Sabal,2732480,Sabal,,Sabal,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30006988-2,wcvp
Sabiaceae,2409,Sabiaceae,,Sabiaceae,family,,wcvp
Sabicea,2900141,Sabicea,,Sabicea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30011202-2,wcvp
Sabicea villosa-SABIVI-SABV,2900221,Sabicea villosa,Climbing,Sabicea villosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765972-1,wcvp
Sacoglottis,7320134,Sacoglottis,,Sacoglottis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19674-1,wcvp
Sagotia,5939732,Sagotia,,Sagotia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331923-2,wcvp
Salacia,3169160,Salacia,,Salacia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331924-2,wcvp
Salicaceae,6664,Salicaceae,,Salicaceae,family,,wcvp
Salix,3039576,Salix,,Salix,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325916-2,wcvp
Samanea,2971208,Samanea,,Samanea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295968-2,wcvp
Sambucus,2888721,Sambucus,,Sambucus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30018446-2,wcvp
Sandoricum,7107971,Sandoricum,,Sandoricum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26834-1,wcvp
Sapindaceae,6657,Sapindaceae,,Sapindaceae,family,,wcvp
Sapindus,3189983,Sapindus,,Sapindus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331930-2,wcvp
Sapium glandulosum-SAPIAU-SAPG,5379918,Sapium glandulosum,Freestanding,Sapium glandulosum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227503-2,wcvp
Sapium pachystachys-SAPIPA,5379831,Sapium pachystachys,Freestanding,Sapium pachystachys,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:227559-2,wcvp
Sapium-SAPISP-SAPS,5379830,Sapium,Freestanding,Sapium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327723-2,wcvp
Sapotaceae,8802,Sapotaceae,,Sapotaceae,family,,wcvp
Sapranthus,3154710,Sapranthus,,Sapranthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2134-1,wcvp
Sarcaulus,2886224,Sarcaulus,,Sarcaulus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36872-1,wcvp
Sarcomphalus,8301375,Sarcomphalus,,Sarcomphalus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33517-1,wcvp
Sarcomphalus strychnifolius-ZIZIST,8759836,Sarcomphalus strychnifolius,Freestanding,Sarcomphalus strychnifolius,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77154252-1,wcvp
Sarcopera,7275894,Sarcopera,,Sarcopera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997438-1,wcvp
Saurauia,7270665,Saurauia,,Saurauia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327992-2,wcvp
Saurauia yasicae-SAURLA-SAUY,7270715,Saurauia yasicae,Freestanding,Saurauia yasicae,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:228173-2,wcvp
Schinus,3190641,Schinus,,Schinus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1905-1,wcvp
Schizocalyx,7270984,Schizocalyx,,Schizocalyx,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331938-2,wcvp
Schizolobium,2945452,Schizolobium,,Schizolobium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30031961-2,wcvp
Schizolobium parahyba-SCHIPA-SCHP,2945453,Schizolobium parahyba,Freestanding,Schizolobium parahyba,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:517988-1,wcvp
Schlegelia,3172466,Schlegelia,,Schlegelia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4239-1,wcvp
Schlegeliaceae,3609121,Schlegeliaceae,,Schlegeliaceae,family,,wcvp
Schnella,7278569,Schnella,,Schnella,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003119-2,wcvp
Schnella guianensis-BAUHGU-BAUG,4929144,Schnella guianensis,Climbing,Schnella guianensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111925-1,wcvp
Schnella reflexa-BAUHRE-BAUR,8193417,Schnella reflexa,Climbing,Schnella reflexa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77111933-1,wcvp
Schoenobiblus,7311257,Schoenobiblus,,Schoenobiblus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39320-1,wcvp
Schoepfia,2889813,Schoepfia,,Schoepfia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28283-1,wcvp
Schoepfiaceae,4894246,Schoepfiaceae,,Schoepfiaceae,family,,wcvp
Sciadotenia,7268706,Sciadotenia,,Sciadotenia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27009-1,wcvp
Sciodaphyllum,7314478,Sciodaphyllum,,Sciodaphyllum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3101-1,wcvp
Scrophulariaceae,2390,Scrophulariaceae,,Scrophulariaceae,family,,wcvp
Scyphostelma,8354156,Scyphostelma,,Scyphostelma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295477-2,wcvp
Sebastiania,8343318,Sebastiania,,Sebastiania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327717-2,wcvp
Sechium,2874611,Sechium,,Sicyos,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327456-2,wcvp
Securidaca,3191472,Securidaca,,Securidaca,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330544-2,wcvp
Securidaca diversifolia-SECUDI-SECD,5421445,Securidaca diversifolia,Climbing,Securidaca diversifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:231560-2,wcvp
Securidaca sylvestris-SECUDY,5658080,Securidaca sylvestris,Climbing,Securidaca sylvestris,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:692773-1,wcvp
Seguieria,7309605,Seguieria,,Seguieria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31949-1,wcvp
Selysia,7317507,Selysia,,Selysia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13404-1,wcvp
Semialarium,7265787,Semialarium,,Semialarium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:893329-1,wcvp
Senefeldera,3063714,Senefeldera,,Senefeldera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15911-1,wcvp
Senegalia,7989631,Senegalia,,Senegalia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003347-2,wcvp
Senegalia hayesii-ACACHA-ACAH,2981234,Senegalia hayesii,Climbing,Senegalia hayesii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518260-1,wcvp
Senegalia polyphylla-SEN1PO,2980360,Senegalia polyphylla,Freestanding,Senegalia polyphylla,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518289-1,wcvp
Senegalia riparia-ACACRI-ACAR,2978843,Senegalia riparia,Freestanding,Senegalia riparia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:518296-1,wcvp
Senegalia tenuifolia-SEN1TE,2979126,Senegalia tenuifolia,Climbing,Senegalia tenuifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234371-2,wcvp
Senna,2956904,Senna,,Senna,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000132-2,wcvp
Senna bacillaris-SENNBA,2957751,Senna bacillaris,Freestanding,Senna bacillaris,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234415-2,wcvp
Senna dariensis-SENNDA-SEND,2956921,Senna dariensis,Freestanding,Senna dariensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:911330-1,wcvp
Senna reticulata-SENNRE-SENR,2957303,Senna reticulata,Freestanding,Senna reticulata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234636-2,wcvp
Senna undulata-SENNUN-SENU,2957590,Senna undulata,Climbing,Senna undulata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234686-2,wcvp
Serjania,5421120,Serjania,,Serjania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000505-2,wcvp
Serjania atrolineata-SERJAT-SERA,7265058,Serjania atrolineata,Climbing,Serjania atrolineata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784907-1,wcvp
Serjania circumvallata-SERJCI-SER1,5577883,Serjania circumvallata,Climbing,Serjania circumvallata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784929-1,wcvp
Serjania cornigera-SERJCO-SER2,5577803,Serjania cornigera,Climbing,Serjania cornigera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784941-1,wcvp
Serjania membranacea-SERJM1,5577189,Serjania membranacea,Climbing,Serjania membranacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785059-1,wcvp
Serjania mexicana-SERJME-SERM,7705119,Serjania mexicana,Climbing,Serjania mexicana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785062-1,wcvp
Serjania paucidentata-SERJPA-SER3,8005307,Serjania paucidentata,Climbing,Serjania paucidentata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234951-2,wcvp
Serjania pluvialiflorens-SERJPL-SER4,5577189,Serjania membranacea,Climbing,Serjania membranacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785059-1,wcvp
Serjania pyramidata-SERJPY-SERD,5576920,Serjania pyramidata,Climbing,Serjania pyramidata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:785139-1,wcvp
Serjania trachygona-SERJTR-SERT,5576677,Serjania trachygona,Climbing,Serjania trachygona,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234995-2,wcvp
Sicana,2874499,Sicana,,Sicana,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13406-1,wcvp
Sicydium,8052497,Sicydium,,Sicydium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000780-2,wcvp
Sicydium schiedeanum-SISYCO-SICC,5537212,Sicydium schiedeanum,Climbing,Sicydium schiedeanum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:293913-1,wcvp
Sicyos,2874625,Sicyos,,Sicyos,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327456-2,wcvp
Sideroxylon,2886817,Sideroxylon,,Sideroxylon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30004465-2,wcvp
Simaba,7329561,Simaba,,Simaba,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:38248-1,wcvp
Simarouba,3190668,Simarouba,,Simarouba,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331964-2,wcvp
Simarouba amara-SIMAAM-SIMA,7720664,Simarouba amara,Freestanding,Simarouba amara,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:814124-1,wcvp
Simaroubaceae,2395,Simaroubaceae,,Simaroubaceae,family,,wcvp
Simira,2894913,Simira,,Simira,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30018402-2,wcvp
Sinclairia,3098767,Sinclairia,,Sinclairia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11030-1,wcvp
Siparuna,7264484,Siparuna,,Siparuna,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27110-1,wcvp
Siparuna cristata-SIPACR-SIPG,7264504,Siparuna cristata,Freestanding,Siparuna cristata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:582246-1,wcvp
Siparuna guianensis-SIPAGU,7264535,Siparuna guianensis,Freestanding,Siparuna guianensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:582285-1,wcvp
Siparuna pauciflora-SIPAPA-SIPP,3782356,Siparuna pauciflora,Freestanding,Siparuna pauciflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:582342-1,wcvp
Siparunaceae,4893899,Siparunaceae,,Siparunaceae,family,,wcvp
Siphoneugena,3181140,Siphoneugena,,Siphoneugena,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27748-1,wcvp
Sloanea,3152097,Sloanea,,Sloanea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327967-2,wcvp
Sloanea terniflora-SLOATE-SLOT,5651141,Sloanea terniflora,Freestanding,Sloanea terniflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324587-1,wcvp
Sloanea zuliaensis-SLOAZU-SLOZ,5651096,Sloanea zuliaensis,Freestanding,Sloanea zuliaensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237492-2,wcvp
Smilacaceae,7702,Smilacaceae,,Smilacaceae,family,,wcvp
Smilax,2740627,Smilax,,Smilax,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001535-2,wcvp
Smilax domingensis-SMILDO-SMID,5295279,Smilax domingensis,Climbing,Smilax domingensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541406-1,wcvp
Smilax mollis-SMILMO-SMIM,5295233,Smilax mollis,Climbing,Smilax mollis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541647-1,wcvp
Smilax purhampuy-SMILFE-SMIP,5295631,Smilax purhampuy,Climbing,Smilax purhampuy,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541778-1,wcvp
Smilax spinosa-SMILS1-SMI1,5295334,Smilax spinosa,Climbing,Smilax spinosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541862-1,wcvp
Smilax spissa-SMILS2-SMI2,5295259,Smilax spissa,Climbing,Smilax spissa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:238034-2,wcvp
Smilax subpubescens-SMILSU-SMIS,5295137,Smilax subpubescens,Climbing,Smilax subpubescens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:541877-1,wcvp
Socratea,2732448,Socratea,,Socratea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:319738-2,wcvp
Socratea exorrhiza-SOCREX-SOCE,2732453,Socratea exorrhiza,Freestanding,Socratea exorrhiza,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1200702-2,wcvp
Solanaceae,7717,Solanaceae,,Solanaceae,family,,wcvp
Solanum arboreum-SOLAAR-SOL2,2931033,Solanum arboreum,Freestanding,Solanum arboreum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:818300-1,wcvp
Solanum asperum-SOLAAS-SOL4,2930051,Solanum asperum,Freestanding,Solanum asperum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:818335-1,wcvp
Solanum aturense-SOLAAT,2929121,Solanum aturense,Climbing,Solanum aturense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:818361-1,wcvp
Solanum hayesii-SOLAHA-SOLH,2932218,Solanum hayesii,Freestanding,Solanum hayesii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:238943-2,wcvp
Solanum jamaicense,2931492,Solanum jamaicense,Freestanding,Solanum jamaicense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:819638-1,wcvp
Solanum lanceifolium-SOL5,2929009,Solanum lanceifolium,Climbing,Solanum lanceifolium,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:819733-1,wcvp
Solanum lepidotum-SOLAST-SOL3,2931223,Solanum lepidotum,Freestanding,Solanum lepidotum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:819795-1,wcvp
Solanum rudepannum-SOLARU-SOLO,3802204,Solanum rude-pannum,Freestanding,Solanum rude-pannum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:820821-1,wcvp
Solanum rugosum-SOLAR1,2929481,Solanum rugosum,Freestanding,Solanum rugosum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:820831-1,wcvp
Solanum splendens-CYPHHA-CYPH,9478958,Solanum splendens,Freestanding,Solanum splendens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77178345-1,wcvp
Solanum subinerme-SOLASU-SOLS,2932599,Solanum subinerme,Freestanding,Solanum subinerme,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:821146-1,wcvp
Solanum umbellatum-SOLAUM,2929008,Solanum umbellatum,Freestanding,Solanum umbellatum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:821363-1,wcvp
Solanum-SOLANU,2928997,Solanum,Freestanding,Solanum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000630-2,wcvp
Solenandra,2903988,Solenandra,,Solenandra,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35363-1,wcvp
Sommera,2919931,Sommera,,Sommera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35365-1,wcvp
Sorocea,7262353,Sorocea,,Sorocea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30008478-2,wcvp
Sorocea affinis-SOROAF-SORA,3763103,Sorocea affinis,Freestanding,Sorocea affinis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:856562-1,wcvp
Sorocea ruminata-SORORU,3762645,Sorocea ruminata,Freestanding,Sorocea ruminata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:306366-2,wcvp
Souroubea,7275871,Souroubea,,Souroubea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39124-1,wcvp
Souroubea sympetala-SOURSY-SOUS,3916170,Souroubea sympetala,Climbing,Souroubea sympetala,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:241005-2,wcvp
Spachea,7285388,Spachea,,Spachea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25734-1,wcvp
Spachea membranacea-SPACME-SPAM,3984541,Spachea membranacea,Freestanding,Spachea membranacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:241014-2,wcvp
Sparattanthelium,7326411,Sparattanthelium,,Sparattanthelium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30014707-2,wcvp
Spathodea,3172573,Spathodea,,Spathodea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003692-2,wcvp
Spathodea campanulata-SPATCA,3172574,Spathodea campanulata,Freestanding,Spathodea campanulata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:110661-1,wcvp
Spirotheca,7296114,Spirotheca,,Spirotheca,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296145-2,wcvp
Spondias,3190592,Spondias,,Spondias,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1922-1,wcvp
Spondias dulcis-SPONCY,3190595,Spondias dulcis,Freestanding,Spondias dulcis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71455-1,wcvp
Spondias mombin-SPONMO-SPOM,3190593,Spondias mombin,Freestanding,Spondias mombin,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71480-1,wcvp
Spondias purpurea-SPONPU-SPOP,3190598,Spondias purpurea,Freestanding,Spondias purpurea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71494-1,wcvp
Spondias radlkoferi-SPONRA-SPOR,3660942,Spondias radlkoferi,Freestanding,Spondias radlkoferi,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:242911-2,wcvp
Stachyarrhena,4938021,Stachyarrhena,,Stachyarrhena,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35380-1,wcvp
Staphyleaceae,6656,Staphyleaceae,,Staphyleaceae,family,,wcvp
Stauranthus,7269506,Stauranthus,,Stauranthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35966-1,wcvp
Stemonuraceae,4087082,Stemonuraceae,,Stemonuraceae,family,,wcvp
Stenanona,3156555,Stenanona,,Stenanona,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296631-2,wcvp
Stenostomum,2896911,Stenostomum,,Stenostomum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35392-1,wcvp
Stephanopodium,7309869,Stephanopodium,,Stephanopodium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:6741-1,wcvp
Stephanotis,9752985,Stephanotis,,Stephanotis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30089192-2,wcvp
Sterculia,3152129,Sterculia,,Sterculia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329918-2,wcvp
Sterculia apetala-STERAP-STEA,5406679,Sterculia apetala,Freestanding,Sterculia apetala,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:245150-2,wcvp
Steriphoma,7273417,Steriphoma,,Morisonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5976-1,wcvp
Stictocardia,2928697,Stictocardia,,Stictocardia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296548-2,wcvp
Stictocardia tiliifolia-STICTI,3677765,Stictocardia tiliifolia,Climbing,Stictocardia tiliifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:245692-2,wcvp
Stigmaphyllon,3191310,Stigmaphyllon,,Stigmaphyllon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30004558-2,wcvp
