taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Monteverdia,7265474,Monteverdia,,Maytenus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30088764-2,wcvp
Moquilea,7335164,Moquilea,,Moquilea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010401-2,wcvp
Moquilea platypus-LICAPL-LICP,2985306,Moquilea platypus,Freestanding,Moquilea platypus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:726774-1,wcvp
Mora,2960422,Mora,,Mora,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22970-1,wcvp
Moraceae,6640,Moraceae,,Moraceae,family,,wcvp
Morella,7780807,Morella,,Myrica,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30023028-2,wcvp
Morinda,2915429,Morinda,,Morinda,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34941-1,wcvp
Morinda seibertii-APPUSE-APPS,3848264,Appunia seibertii,Freestanding,Appunia seibertii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16747-2,wcvp
Moringa,3054180,Moringa,,Moringa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30128571-2,wcvp
Moringaceae,6753,Moringaceae,,Moringaceae,family,,wcvp
Morisonia,3054275,Morisonia,Freestanding,Morisonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5976-1,wcvp
Morisonia frondosa-CAPPFR-CAPF,6069332,Capparidastrum frondosum,Freestanding,Morisonia frondosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77183570-1,wcvp
Mortoniodendron,7311009,Mortoniodendron,,Mortoniodendron,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295063-2,wcvp
Morus,2984545,Morus,,Morus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30004492-2,wcvp
Mosannona,3158155,Mosannona,,Mosannona,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1003575-1,wcvp
Mosannona garwoodii-MALMSP-CRES,3648797,Mosannona garwoodiae,Freestanding,Mosannona garwoodiae,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1003580-1,wcvp
Mosquitoxylum,7321669,Mosquitoxylum,,Mosquitoxylum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295070-2,wcvp
Mosquitoxylum jamaicense-MOSQJA-MOSJ,7321670,Mosquitoxylum jamaicense,Freestanding,Mosquitoxylum jamaicense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:164514-2,wcvp
Mouriri,3188623,Mouriri,,Mouriri,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26470-1,wcvp
Mouriri myrtilloides-MOURMY-MOUM,3870233,Mouriri myrtilloides,Freestanding,Mouriri myrtilloides,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:573831-1,wcvp
Mucuna,2951351,Mucuna,,Mucuna,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331783-2,wcvp
Mucuna mutisiana-MUCUMU-MUCM,2951409,Mucuna mutisiana,Climbing,Mucuna mutisiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509253-1,wcvp
Mucuna rostrata-MUCURO,2951411,Mucuna rostrata,Climbing,Mucuna rostrata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509285-1,wcvp
Muehlenbeckia,2888858,Muehlenbeckia,,Muehlenbeckia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331784-2,wcvp
Muellera,7275091,Muellera,,Muellera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331785-2,wcvp
Munnozia,3099326,Munnozia,,Munnozia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10125-1,wcvp
Muntingia,3152035,Muntingia,,Muntingia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39485-1,wcvp
Muntingia calabura-MUNTCA-MUNC,3152036,Muntingia calabura,Freestanding,Muntingia calabura,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:320779-2,wcvp
Muntingiaceae,2230,Muntingiaceae,,Muntingiaceae,family,,wcvp
Murraya,3190383,Murraya,,Murraya,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331787-2,wcvp
Myrcia,3173889,Myrcia,,Myrcia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001220-2,wcvp
Myrcia fosteri-MYRCFO-MYR1,3174678,Myrcia fosteri,Freestanding,Myrcia fosteri,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:165716-2,wcvp
Myrcia splendens-MYRCGA-MYRG,3174691,Myrcia splendens,Freestanding,Myrcia splendens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:599170-1,wcvp
Myrcianthes,3188150,Myrcianthes,,Myrcianthes,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27651-1,wcvp
Myrciaria,3186407,Myrciaria,,Myrciaria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326101-2,wcvp
Myrica,5938218,Myrica,,Myrica,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30023028-2,wcvp
Myricaceae,2432,Myricaceae,,Myricaceae,family,,wcvp
Myriocarpa,3234510,Myriocarpa,,Myriocarpa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40899-1,wcvp
Myriocarpa longipes-MYRILO-MYRY,7300750,Myriocarpa longipes,Freestanding,Myriocarpa longipes,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:854756-1,wcvp
Myriopus,7131644,Myriopus,,Myriopus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295010-2,wcvp
Myristica,3152840,Myristica,,Myristica,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331788-2,wcvp
Myristicaceae,2439,Myristicaceae,,Myristicaceae,family,,wcvp
Myrospermum,2976680,Myrospermum,,Myrospermum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22993-1,wcvp
Myrospermum frutescens-MYROFR-MYR2,2976681,Myrospermum frutescens,Freestanding,Myrospermum frutescens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:509434-1,wcvp
Myroxylon,7362006,Myroxylon,,Myroxylon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331789-2,wcvp
Myrsine,3169412,Myrsine,,Myrsine,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27339-1,wcvp
Myrtaceae,5014,Myrtaceae,,Myrtaceae,family,,wcvp
Naucleopsis,7262533,Naucleopsis,,Naucleopsis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40902-1,wcvp
Nectandra cissiflora-NECTCI-NECC,5685370,Nectandra cissiflora,Freestanding,Nectandra cissiflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303072-2,wcvp
Nectandra lineata-NECTGL-NECL,5685105,Nectandra lineata,Freestanding,Nectandra lineata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:974282-1,wcvp
Nectandra-NECTS1,3034018,Nectandra,Freestanding,Nectandra,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328265-2,wcvp
Neea amplifolia-NEEAAM-NEEA,3700440,Neea amplifolia,Freestanding,Neea amplifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167987-2,wcvp
Neea urophylla,3700440,Neea amplifolia,Freestanding,Neea amplifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167987-2,wcvp
Neea-NEEA6,3086079,Neea,Freestanding,Neea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002861-2,wcvp
Neltuma,2970763,Prosopis,,Prosopis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23337-1,wcvp
Neocapparis,10659687,Neocapparis,,Morisonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5976-1,wcvp
Neocarya,2984760,Neocarya,,Neocarya,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:7072-1,wcvp
Neosprucea,7274195,Neosprucea,,Neosprucea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:16422-1,wcvp
Nephelium,3189978,Nephelium,,Nephelium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36501-1,wcvp
Nerium,3169755,Nerium,,Nerium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30305280-2,wcvp
Neurolaena,3096766,Neurolaena,,Neurolaena,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:10197-1,wcvp
Neurolaena lobata-NEURLO-NEUL,7545076,Neurolaena lobata,Freestanding,Neurolaena lobata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:234386-1,wcvp
Neustanthus,2947396,Neustanthus,,Neustanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23030-1,wcvp
Niedenzuella,7285711,Niedenzuella,,Niedenzuella,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60442947-2,wcvp
Nyctaginaceae,6718,Nyctaginaceae,,Nyctaginaceae,family,,wcvp
Nypa,2738421,Nypa,,Nypa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31397-1,wcvp
Nyssa,3082211,Nyssa,,Nyssa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:12094-1,wcvp
Nyssaceae,6712,Nyssaceae,,Nyssaceae,family,,wcvp
Ochnaceae,6642,Ochnaceae,,Ochnaceae,family,,wcvp
Ochoterenaea,7321599,Ochoterenaea,,Ochoterenaea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1868-1,wcvp
Ochroma,3152238,Ochroma,,Ochroma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26001-1,wcvp
Ochroma pyramidale-OCHRPY-OCHP,3152240,Ochroma pyramidale,Freestanding,Ochroma pyramidale,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171458-2,wcvp
Ocotea,3034076,Ocotea,,Ocotea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325868-2,wcvp
Ocotea leptobotra-OCOTCE-OCOC,4179703,Ocotea leptobotra,Freestanding,Ocotea leptobotra,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171727-2,wcvp
Ocotea oblonga-OCOTOB-OCOO,7304263,Ocotea oblonga,Freestanding,Ocotea oblonga,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171797-2,wcvp
Ocotea puberula-OCOTPU-OCOP,7304142,Ocotea puberula,Freestanding,Ocotea puberula,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1032261-2,wcvp
Ocotea whitei-OCOTWH-OCOS,4180728,Ocotea whitei,Freestanding,Ocotea whitei,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:171967-2,wcvp
Odonellia,7323939,Odonellia,,Odonellia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:893204-1,wcvp
Odontadenia,7316739,Odontadenia,,Odontadenia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2465-1,wcvp
Odontadenia puncticulosa-ODO1PU-ODOP,3616386,Odontadenia puncticulosa,Climbing,Odontadenia puncticulosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:291380-2,wcvp
Odontadenia semidigyna-ODO1MA-ODOM,10525151,Odontadenia semidigyna,Climbing,Odontadenia semidigyna,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77191232-1,wcvp
Odontocarya,7268633,Odontocarya,,Odontocarya,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26976-1,wcvp
Odontocarya tamoides-ODO2TA-ODO1,7268771,Odontocarya tamoides,Climbing,Odontocarya tamoides,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:581190-1,wcvp
Odontocarya truncata-ODO2TR-ODO2,3830257,Odontocarya truncata,Climbing,Odontocarya truncata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:172197-2,wcvp
Oenocarpus,2735438,Oenocarpus,,Oenocarpus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31399-1,wcvp
Oenocarpus mapora-OENOMA-OENM,2735446,Oenocarpus mapora,Freestanding,Oenocarpus mapora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:668532-1,wcvp
Olacaceae,6662,Olacaceae,,Olacaceae,family,,wcvp
Oleaceae,6652,Oleaceae,,Oleaceae,family,,wcvp
Olmedia,3766294,Olmedia,,Olmedia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40915-1,wcvp
Omphalea,3062195,Omphalea,,Omphalea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327692-2,wcvp
Omphalea diandra-OMPHDI-OMPD,3062246,Omphalea diandra,Climbing,Omphalea diandra,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:352565-1,wcvp
Onagraceae,2430,Onagraceae,,Onagraceae,family,,wcvp
Operculina,9469847,Operculina,,Operculina,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11960-1,wcvp
Opiliaceae,3232649,Opiliaceae,,Opiliaceae,family,,wcvp
Oreomunnea,7148650,Oreomunnea,,Oreomunnea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:20568-1,wcvp
Oreopanax,3036520,Oreopanax,,Oreopanax,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001538-2,wcvp
Oreopanax capitatus-OREOCA-OREC,3036624,Oreopanax capitatus,Freestanding,Oreopanax capitatus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30050876-2,wcvp
Ormosia,2960439,Ormosia,,Ormosia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331816-2,wcvp
Ormosia amazonica-ORMOAM-ORMA,5355607,Ormosia amazonica,Freestanding,Ormosia amazonica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176344-2,wcvp
Ormosia coccinea-ORMOCR-ORMC,5355587,Ormosia coccinea,Freestanding,Ormosia coccinea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:510682-1,wcvp
Ormosia macrocalyx-ORMOMA-ORMM,5355476,Ormosia macrocalyx,Freestanding,Ormosia macrocalyx,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176377-2,wcvp
Ormosia panamensis-ORMOPA-ORMP,5355604,Ormosia panamensis,Freestanding,Ormosia panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:176388-2,wcvp
Orthomene,7268748,Orthomene,,Orthomene,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296867-2,wcvp
Orthosia,3231057,Orthosia,,Orthosia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30027037-2,wcvp
Osteophloeum,3742996,Osteophloeum,,Osteophloeum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27246-1,wcvp
Otoba,7333703,Otoba,,Otoba,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27247-1,wcvp
Ouratea,3189667,Ouratea,,Ouratea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331820-2,wcvp
Ouratea lucens-OURALU-OURL,7326730,Ouratea lucens,Freestanding,Ouratea lucens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:607063-1,wcvp
Oxalidaceae,6697,Oxalidaceae,,Oxalidaceae,family,,wcvp
Oxandra,3154735,Oxandra,,Oxandra,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2095-1,wcvp
Oxandra panamensis-OXANPA,3154745,Oxandra panamensis,Freestanding,Oxandra panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:178635-2,wcvp
Oxypetalum,3170199,Oxypetalum,,Oxypetalum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331823-2,wcvp
Pachira,3152234,Pachira,,Pachira,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26004-1,wcvp
Pachira aquatica-POCHAQ-PACA,3152235,Pachira aquatica,Freestanding,Pachira aquatica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:179762-2,wcvp
Pachira sessilis-POCHSE-BOMS,4073559,Pachira sessilis,Freestanding,Pachira sessilis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:281912-2,wcvp
Pachyptera,7368500,Pachyptera,,Pachyptera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4174-1,wcvp
Pachyptera kerere-MANSKE-PACK,4094079,Pachyptera kerere,Climbing,Pachyptera kerere,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:179923-2,wcvp
Pachyrhizus,2974664,Pachyrhizus,,Pachyrhizus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23121-1,wcvp
Palicourea,2898662,Palicourea,,Palicourea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000890-2,wcvp
Palicourea acuminata-PSYCAC-PYAC,7763101,Palicourea acuminata,Freestanding,Palicourea acuminata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115588-1,wcvp
Palicourea brachiata-PSYCB1-PYB1,8416596,Palicourea brachiata,Freestanding,Palicourea brachiata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115595-1,wcvp
Palicourea cyanococca-PSYCPI-PYPI,10934022,Palicourea cyanococca,Freestanding,Palicourea cyanococca,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77161808-1,wcvp
Palicourea deflexa-PSYCDE-PYDE,7579870,Palicourea deflexa,Freestanding,Palicourea deflexa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115599-1,wcvp
Palicourea gracilenta-PSYCB2-PYB2,10232993,Palicourea gracilenta,Freestanding,Palicourea gracilenta,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77161069-1,wcvp
Palicourea guianensis-PALIGU-PALG,2898772,Palicourea guianensis,Freestanding,Palicourea guianensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:759121-1,wcvp
Palicourea hoffmannseggiana-PSYCFU-PYFU,8095300,Palicourea hoffmannseggiana,Freestanding,Palicourea hoffmannseggiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115613-1,wcvp
Palicourea racemosa-PYRA,11086770,Palicourea racemosa,Freestanding,Palicourea racemosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115627-1,wcvp
Palicourea tomentosa-PYPO,7866160,Palicourea tomentosa,Freestanding,Palicourea tomentosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77115635-1,wcvp
Palicourea violacea-PSYCC1-PYC1,2921742,Palicourea violacea,Freestanding,Palicourea violacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:759372-1,wcvp
Panopsis,8348318,Panopsis,,Panopsis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30004393-2,wcvp
Papaveraceae,2422,Papaveraceae,,Papaveraceae,family,,wcvp
Paramachaerium,2959527,Paramachaerium,,Paramachaerium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296994-2,wcvp
Parathesis,3169397,Parathesis,,Parathesis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1186102-2,wcvp
Parathesis fusca-PAR2FU,3722763,Parathesis fusca,Freestanding,Parathesis fusca,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:183073-2,wcvp
Parathesis microcalyx-PAR2MI-PARM,3722415,Parathesis microcalyx,Freestanding,Parathesis microcalyx,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:183100-2,wcvp
Paratrophis,7262720,Paratrophis,,Paratrophis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40925-1,wcvp
Parinari,2984937,Parinari,,Parinari,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33939-1,wcvp
Parkia,2943936,Parkia,,Parkia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:23152-1,wcvp
Parkinsonia,2964820,Parkinsonia,,Parkinsonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328170-2,wcvp
Parmentiera,3172594,Parmentiera,,Parmentiera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003314-2,wcvp
Passiflora,2874172,Passiflora,,Passiflora,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328300-2,wcvp
Passiflora ambigua-PASSAM-PAS1,7849294,Passiflora ambigua,Climbing,Passiflora ambigua,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:184791-2,wcvp
Passiflora auriculata-PASSAU-PAS2,3587589,Passiflora auriculata,Climbing,Passiflora auriculata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:674805-1,wcvp
Passiflora biflora-PASSBI-PASB,2874204,Passiflora biflora,Climbing,Passiflora biflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:674824-1,wcvp
Passiflora foetida-PASSFO-PASF,2874211,Passiflora foetida,Climbing,Passiflora foetida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321966-2,wcvp
Passiflora megacoriacea-PASSME,9027381,Passiflora megacoriacea,Climbing,Passiflora megacoriacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77143305-1,wcvp
Passiflora menispermifolia-PASSM3,7313428,Passiflora menispermifolia,Climbing,Passiflora menispermifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:675211-1,wcvp
Passiflora misera-PASSMI,3587005,Passiflora misera,Climbing,Passiflora misera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:321967-2,wcvp
Passiflora nitida-PASSNI-PASN,3587301,Passiflora nitida,Climbing,Passiflora nitida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:675263-1,wcvp
Passiflora platyloba-PASSPL,7313348,Passiflora platyloba,Climbing,Passiflora platyloba,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:185126-2,wcvp
Passiflora seemannii-PASSSE-PASS,3586863,Passiflora seemannii,Climbing,Passiflora seemannii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:675446-1,wcvp
Passiflora vitifolia-PASSVI-PASV,2874186,Passiflora vitifolia,Climbing,Passiflora vitifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30044451-2,wcvp
